alloc,,robots,,perm,,reason,,time
1,,[r3, r4, r5, r1],,[26, 1, 2, 261873],,noPlanSynthesised,,3525
1,,[r3, r4, r5, r1],,[63, 1, 2, 142330],,noPlanSynthesised,,4011
1,,[r3, r4, r5, r1],,[62, 1, 2, 121879],,noPlanSynthesised,,4699
1,,[r3, r4, r5, r1],,[6, 2, 2, 153507],,noPlanSynthesised,,5634
1,,[r3, r4, r5, r1],,[2, 1, 1, 351971],,noPlanSynthesised,,6195
1,,[r3, r4, r5, r1],,[76, 1, 2, 225500],,noPlanSynthesised,,6694
1,,[r3, r4, r5, r1],,[54, 1, 1, 39247],,noPlanSynthesised,,7268
1,,[r3, r4, r5, r1],,[17, 2, 2, 263634],,noPlanSynthesised,,8008
1,,[r3, r4, r5, r1],,[23, 1, 1, 1933],,noPlanSynthesised,,8471
1,,[r3, r4, r5, r1],,[74, 1, 2, 167437],,noPlanSynthesised,,8970
1,,[r3, r4, r5, r1],,[16, 2, 1, 5704],,noPlanSynthesised,,9455
1,,[r3, r4, r5, r1],,[94, 1, 1, 351150],,noPlanSynthesised,,10057
1,,[r3, r4, r5, r1],,[25, 2, 2, 317800],,noPlanSynthesised,,10559
1,,[r3, r4, r5, r1],,[51, 1, 2, 335151],,noPlanSynthesised,,11017
1,,[r3, r4, r5, r1],,[98, 2, 2, 357580],,noPlanSynthesised,,11530
1,,[r3, r4, r5, r1],,[61, 1, 2, 34728],,noPlanSynthesised,,11966
1,,[r3, r4, r5, r1],,[88, 2, 2, 97807],,noPlanSynthesised,,12410
1,,[r3, r4, r5, r1],,[88, 1, 2, 230405],,noPlanSynthesised,,12861
1,,[r3, r4, r5, r1],,[80, 2, 2, 325701],,noPlanSynthesised,,13498
1,,[r3, r4, r5, r1],,[56, 1, 1, 269778],,noPlanSynthesised,,14126
1,,[r3, r4, r5, r1],,[63, 2, 2, 285756],,noPlanSynthesised,,14544
1,,[r3, r4, r5, r1],,[119, 1, 1, 1266],,noPlanSynthesised,,15070
1,,[r3, r4, r5, r1],,[15, 1, 2, 192062],,noPlanSynthesised,,15504
1,,[r3, r4, r5, r1],,[111, 1, 1, 325601],,noPlanSynthesised,,16278
1,,[r3, r4, r5, r1],,[76, 1, 2, 210123],,noPlanSynthesised,,16722
1,,[r3, r4, r5, r1],,[19, 2, 1, 251895],,noPlanSynthesised,,17180
1,,[r3, r4, r5, r1],,[66, 2, 2, 180321],,noPlanSynthesised,,17939
1,,[r3, r4, r5, r1],,[10, 1, 2, 209445],,noPlanSynthesised,,18522
1,,[r3, r4, r5, r1],,[41, 1, 1, 167477],,noPlanSynthesised,,19032
1,,[r3, r4, r5, r1],,[4, 1, 2, 359991],,noPlanSynthesised,,19496
1,,[r3, r4, r5, r1],,[113, 1, 1, 121081],,noPlanSynthesised,,19969
1,,[r3, r4, r5, r1],,[74, 2, 2, 200978],,noPlanSynthesised,,20442
1,,[r3, r4, r5, r1],,[110, 1, 2, 240150],,noPlanSynthesised,,20880
1,,[r3, r4, r5, r1],,[25, 1, 1, 152053],,noPlanSynthesised,,21363
1,,[r3, r4, r5, r1],,[84, 1, 1, 272240],,noPlanSynthesised,,21868
1,,[r3, r4, r5, r1],,[39, 1, 2, 140345],,noPlanSynthesised,,22294
1,,[r3, r4, r5, r1],,[67, 2, 1, 293287],,noPlanSynthesised,,22857
1,,[r3, r4, r5, r1],,[92, 2, 2, 86803],,noPlanSynthesised,,23328
1,,[r3, r4, r5, r1],,[83, 1, 2, 96722],,noPlanSynthesised,,23762
1,,[r3, r4, r5, r1],,[98, 2, 1, 272718],,noPlanSynthesised,,24216
1,,[r3, r4, r5, r1],,[81, 2, 2, 93123],,noPlanSynthesised,,24830
1,,[r3, r4, r5, r1],,[54, 2, 2, 59412],,noPlanSynthesised,,25303
1,,[r3, r4, r5, r1],,[96, 1, 2, 115399],,noPlanSynthesised,,25878
1,,[r3, r4, r5, r1],,[44, 2, 2, 101156],,noPlanSynthesised,,26340
1,,[r3, r4, r5, r1],,[88, 1, 2, 74469],,noPlanSynthesised,,26745
